Date/Time,roomTemp (deg C),defroStat,compStat,evapStat
29-04-2024 02:17,-19.1,OFF,ON,ON
29-04-2024 02:46,-19.8,OFF,ON,ON
29-04-2024 03:15,-19.6,OFF,ON,ON
29-04-2024 03:21,-20,OFF,OFF,ON
29-04-2024 03:26,-18.5,ON,OFF,OFF
29-04-2024 03:55,3.8,OFF,ON,OFF
29-04-2024 04:24,-17.6,OFF,ON,ON
29-04-2024 04:53,-19.3,OFF,ON,ON
29-04-2024 05:22,-19.7,OFF,ON,ON
29-04-2024 05:28,-20,OFF,OFF,ON
29-04-2024 05:57,-15,OFF,ON,ON
29-04-2024 06:26,-16.3,ON,OFF,OFF
29-04-2024 06:46,12.7,OFF,OFF,OFF
29-04-2024 07:15,-9.5,OFF,ON,ON
29-04-2024 07:44,-10.8,OFF,ON,ON
29-04-2024 08:16,-12.8,OFF,ON,ON
29-04-2024 08:45,-13.8,OFF,ON,ON
29-04-2024 09:14,-15.2,OFF,ON,ON
29-04-2024 09:25,-15.6,ON,OFF,OFF
29-04-2024 09:45,8,OFF,OFF,OFF
29-04-2024 10:14,-13.3,OFF,ON,ON
29-04-2024 11:32,-17.1,OFF,ON,ON
29-04-2024 12:01,-14.6,OFF,ON,ON
29-04-2024 12:25,-16.4,ON,OFF,OFF
29-04-2024 12:45,10.9,OFF,OFF,OFF
29-04-2024 12:55,0.7,OFF,ON,ON
29-04-2024 13:24,-15,OFF,ON,ON
29-04-2024 13:53,-16.6,OFF,ON,ON
29-04-2024 14:22,-17.5,OFF,ON,ON
29-04-2024 14:51,-18.1,OFF,ON,ON
29-04-2024 15:20,-18.5,OFF,ON,ON
29-04-2024 15:50,12.3,OFF,ON,OFF
29-04-2024 16:19,-16.1,OFF,ON,ON
29-04-2024 16:48,-17.6,OFF,ON,ON
29-04-2024 17:17,-18.7,OFF,ON,ON
29-04-2024 17:46,-19.4,OFF,ON,ON
29-04-2024 18:15,-19.2,OFF,ON,ON
29-04-2024 18:44,8.7,ON,OFF,OFF
29-04-2024 19:13,-15.6,OFF,ON,ON
29-04-2024 19:42,-18.5,OFF,ON,ON
29-04-2024 20:11,-19.1,OFF,ON,ON
29-04-2024 20:40,-19.1,OFF,ON,ON
29-04-2024 21:09,-18.1,OFF,ON,ON
29-04-2024 21:38,-0.2,ON,OFF,OFF
29-04-2024 22:07,-14.9,OFF,ON,ON
29-04-2024 22:36,-18.2,OFF,ON,ON
29-04-2024 23:05,-19.7,OFF,ON,ON
29-04-2024 23:31,-20,OFF,OFF,ON
30-04-2024 00:00,-19.3,OFF,ON,ON
30-04-2024 00:25,-19.9,ON,OFF,OFF
30-04-2024 00:45,8.8,OFF,OFF,OFF
30-04-2024 01:14,-16.3,OFF,ON,ON
30-04-2024 01:43,-18.1,OFF,ON,ON
30-04-2024 02:12,-19.8,OFF,ON,ON
30-04-2024 02:41,-18,OFF,ON,ON
30-04-2024 03:10,-19.9,OFF,ON,ON
30-04-2024 03:24,-19.7,ON,OFF,OFF
30-04-2024 03:44,11.5,OFF,OFF,OFF
30-04-2024 04:13,-16,OFF,ON,ON
30-04-2024 04:42,-18.8,OFF,ON,ON
30-04-2024 05:03,-20,OFF,OFF,ON
30-04-2024 05:32,-19.3,OFF,ON,ON
30-04-2024 06:01,-14.4,OFF,ON,ON
30-04-2024 06:30,-11.2,ON,OFF,OFF
30-04-2024 06:59,-5.2,OFF,ON,ON
30-04-2024 07:28,-9.6,OFF,ON,ON
30-04-2024 07:57,-7.9,OFF,ON,ON
30-04-2024 08:26,-8.6,OFF,ON,ON
30-04-2024 08:55,-9.2,OFF,ON,ON
30-04-2024 09:24,-12,OFF,ON,ON
30-04-2024 09:44,9.1,OFF,OFF,OFF
30-04-2024 10:13,-10.6,OFF,ON,ON
30-04-2024 10:42,-13.6,OFF,ON,ON
30-04-2024 11:11,-15.1,OFF,ON,ON
30-04-2024 11:40,-15.9,OFF,ON,ON
30-04-2024 12:11,-16.2,OFF,ON,ON
30-04-2024 12:40,-17,OFF,ON,ON
30-04-2024 13:09,-17.1,OFF,ON,ON
30-04-2024 13:38,-17.6,OFF,ON,ON
30-04-2024 14:07,-17.8,OFF,ON,ON
30-04-2024 14:36,-18.4,OFF,ON,ON
30-04-2024 15:02,8.4,OFF,OFF,OFF
30-04-2024 15:31,-15.1,OFF,ON,ON
30-04-2024 16:00,-17,OFF,ON,ON
30-04-2024 16:29,-18.5,OFF,ON,ON
30-04-2024 16:58,-19.1,OFF,ON,ON
30-04-2024 17:27,-19.5,OFF,ON,ON
30-04-2024 17:56,-0.3,ON,OFF,OFF
30-04-2024 18:02,12.2,OFF,OFF,OFF
30-04-2024 18:31,-16.2,OFF,ON,ON
30-04-2024 19:00,-19.1,OFF,ON,ON
30-04-2024 19:29,-17.4,OFF,ON,ON
30-04-2024 19:58,-18.1,OFF,ON,ON
30-04-2024 20:27,-19.1,OFF,ON,ON
30-04-2024 20:42,-19.4,ON,OFF,OFF
30-04-2024 21:11,4.8,OFF,ON,OFF
30-04-2024 21:40,-16.2,OFF,ON,ON
30-04-2024 22:09,-18,OFF,ON,ON
30-04-2024 22:38,-18.9,OFF,ON,ON
30-04-2024 23:07,-19.4,OFF,ON,ON
30-04-2024 23:36,-19.9,OFF,ON,ON
30-04-2024 23:42,-19.9,ON,OFF,OFF
01-05-2024 00:02,10,OFF,OFF,OFF
01-05-2024 00:31,-15.3,OFF,ON,ON
01-05-2024 01:00,-17.8,OFF,ON,ON
01-05-2024 01:29,-19.2,OFF,ON,ON
01-05-2024 01:58,-19.9,OFF,ON,ON
01-05-2024 02:02,-20,OFF,OFF,ON
01-05-2024 02:31,-18.3,OFF,ON,ON
01-05-2024 02:42,-19.6,ON,OFF,OFF
01-05-2024 03:11,5.2,OFF,ON,OFF
01-05-2024 03:40,-16.3,OFF,ON,ON
01-05-2024 04:09,-10.8,OFF,ON,ON
01-05-2024 04:38,-13.4,OFF,ON,ON
01-05-2024 05:07,-10.2,OFF,ON,ON
01-05-2024 05:36,-12,OFF,ON,ON
01-05-2024 05:42,-12.4,ON,OFF,OFF
01-05-2024 06:02,13.2,OFF,OFF,OFF
01-05-2024 06:31,-6.5,OFF,ON,ON
01-05-2024 07:00,-8.5,OFF,ON,ON
01-05-2024 07:29,-8.8,OFF,ON,ON
01-05-2024 07:58,-10.6,OFF,ON,ON
01-05-2024 08:27,-11.9,OFF,ON,ON
01-05-2024 08:56,1.4,ON,OFF,OFF
01-05-2024 09:02,13,OFF,OFF,OFF
01-05-2024 09:31,-10.9,OFF,ON,ON
01-05-2024 10:00,-13.5,OFF,ON,ON
01-05-2024 10:29,-14.8,OFF,ON,ON
01-05-2024 10:58,-15.2,OFF,ON,ON
01-05-2024 11:27,-15.9,OFF,ON,ON
01-05-2024 11:56,3.2,ON,OFF,OFF
01-05-2024 12:25,-11.7,OFF,ON,ON
01-05-2024 12:54,-14.6,OFF,ON,ON
01-05-2024 13:23,-15.7,OFF,ON,ON
01-05-2024 13:52,-16.2,OFF,ON,ON
01-05-2024 14:21,-16.9,OFF,ON,ON
01-05-2024 14:41,-17.3,ON,OFF,OFF
01-05-2024 15:01,10.4,OFF,OFF,OFF
01-05-2024 15:30,-14.4,OFF,ON,ON
01-05-2024 15:59,-16.4,OFF,ON,ON
01-05-2024 16:28,-17.3,OFF,ON,ON
01-05-2024 16:57,-17.5,OFF,ON,ON
01-05-2024 17:26,-18.1,OFF,ON,ON
01-05-2024 17:41,-18.4,ON,OFF,OFF
01-05-2024 17:57,5.5,ON,OFF,OFF
01-05-2024 18:26,-14.6,OFF,ON,ON
01-05-2024 18:55,-17.1,OFF,ON,ON
01-05-2024 19:24,-18.5,OFF,ON,ON
01-05-2024 20:15,-5.4,OFF,OFF,OFF
01-05-2024 20:44,-12.9,OFF,ON,ON
01-05-2024 21:13,-16.1,OFF,ON,ON
01-05-2024 21:42,-17.2,OFF,ON,ON
01-05-2024 22:11,-17.8,OFF,ON,ON
01-05-2024 22:40,-18.4,OFF,ON,ON
01-05-2024 23:09,-18.8,OFF,ON,ON
01-05-2024 23:38,10.6,OFF,OFF,OFF
02-05-2024 00:07,-15.8,OFF,ON,ON
02-05-2024 00:36,-17.5,OFF,ON,ON
02-05-2024 01:05,-17.8,OFF,ON,ON
02-05-2024 01:34,-18.6,OFF,ON,ON
02-05-2024 02:03,-18.9,OFF,ON,ON
02-05-2024 02:15,-19.1,ON,OFF,OFF
02-05-2024 02:35,11.6,OFF,OFF,OFF
02-05-2024 03:04,-15.5,OFF,ON,ON
02-05-2024 03:33,-17.5,OFF,ON,ON
02-05-2024 04:02,-18.6,OFF,ON,ON
02-05-2024 04:31,-13.9,OFF,ON,ON
02-05-2024 05:00,-14.6,OFF,ON,ON
02-05-2024 05:15,-15.2,ON,OFF,OFF
02-05-2024 05:44,6.1,OFF,ON,OFF
02-05-2024 05:45,4.1,OFF,ON,ON
02-05-2024 06:14,-10,OFF,ON,ON
02-05-2024 06:43,-8.7,OFF,ON,ON
02-05-2024 07:12,-8.9,OFF,ON,ON
02-05-2024 07:41,-10.1,OFF,ON,ON
02-05-2024 08:10,-11.3,OFF,ON,ON
02-05-2024 08:15,-11.4,ON,OFF,OFF
02-05-2024 08:35,10.4,OFF,OFF,OFF
02-05-2024 09:04,-10.7,OFF,ON,ON
02-05-2024 09:33,-13.2,OFF,ON,ON
02-05-2024 10:02,-7.8,OFF,ON,ON
02-05-2024 10:31,-11.3,OFF,ON,ON
02-05-2024 11:00,-13.3,OFF,ON,ON
02-05-2024 11:34,10.2,OFF,OFF,OFF
02-05-2024 11:44,1.4,OFF,ON,ON
02-05-2024 12:13,-12.6,OFF,ON,ON
02-05-2024 12:42,-14.3,OFF,ON,ON
02-05-2024 13:11,-15.2,OFF,ON,ON
02-05-2024 13:40,-15.5,OFF,ON,ON
02-05-2024 14:09,-16.2,OFF,ON,ON
02-05-2024 14:14,-16.3,ON,OFF,OFF
02-05-2024 14:43,5.5,OFF,ON,OFF
02-05-2024 14:44,0,OFF,ON,ON
02-05-2024 15:13,-14.3,OFF,ON,ON
02-05-2024 15:42,-15.7,OFF,ON,ON
02-05-2024 16:11,-15.9,OFF,ON,ON
02-05-2024 16:40,-16.8,OFF,ON,ON
02-05-2024 17:09,-16.3,OFF,ON,ON
02-05-2024 17:14,-16.7,ON,OFF,OFF
02-05-2024 17:43,6,OFF,ON,OFF
02-05-2024 18:12,-14.6,OFF,ON,ON
02-05-2024 18:41,-16.2,OFF,ON,ON
02-05-2024 19:10,-17.3,OFF,ON,ON
02-05-2024 19:39,-16.3,OFF,ON,ON
02-05-2024 20:08,-10.3,OFF,ON,ON
02-05-2024 20:14,-11.5,ON,OFF,OFF
02-05-2024 20:34,13.7,OFF,OFF,OFF
02-05-2024 21:03,-10.5,OFF,ON,ON
02-05-2024 21:32,-13.4,OFF,ON,ON
02-05-2024 22:01,-14.9,OFF,ON,ON
02-05-2024 22:30,-15.8,OFF,ON,ON
02-05-2024 22:59,-16.4,OFF,ON,ON
02-05-2024 23:14,-16.7,ON,OFF,OFF
02-05-2024 23:34,11.5,OFF,OFF,OFF
03-05-2024 00:03,-14,OFF,ON,ON
03-05-2024 00:32,-15.7,OFF,ON,ON
03-05-2024 01:01,-16.5,OFF,ON,ON
03-05-2024 01:30,-17.1,OFF,ON,ON
03-05-2024 01:59,-17.5,OFF,ON,ON
03-05-2024 02:14,-17.7,ON,OFF,OFF
03-05-2024 02:34,12.6,OFF,OFF,OFF
03-05-2024 02:44,1.5,OFF,ON,ON
03-05-2024 03:13,-15.6,OFF,ON,ON
03-05-2024 03:42,-16.8,OFF,ON,ON
03-05-2024 04:11,-17.5,OFF,ON,ON
03-05-2024 04:40,-18,OFF,ON,ON
03-05-2024 05:09,-18.4,OFF,ON,ON
03-05-2024 05:14,-18.4,ON,OFF,OFF
03-05-2024 05:43,4.9,OFF,ON,OFF
03-05-2024 06:12,-9.7,OFF,ON,ON
03-05-2024 06:41,-11.6,OFF,ON,ON
03-05-2024 07:10,-10.1,OFF,ON,ON
03-05-2024 07:39,-10.6,OFF,ON,ON
03-05-2024 08:08,-11.7,OFF,ON,ON
03-05-2024 08:13,-11.9,ON,OFF,OFF
03-05-2024 08:42,6.5,OFF,ON,OFF
03-05-2024 09:11,-11.1,OFF,ON,ON
03-05-2024 09:40,-13.4,OFF,ON,ON
03-05-2024 10:09,-14.9,OFF,ON,ON
03-05-2024 10:38,-15.7,OFF,ON,ON
03-05-2024 11:07,-16.4,OFF,ON,ON
03-05-2024 11:36,13.1,OFF,OFF,OFF
03-05-2024 12:05,-12.4,OFF,ON,ON
03-05-2024 12:34,-13.6,OFF,ON,ON
03-05-2024 13:03,-15.4,OFF,ON,ON
03-05-2024 13:32,-15.9,OFF,ON,ON
03-05-2024 14:01,-16.4,OFF,ON,ON
03-05-2024 14:18,-12.5,ON,OFF,OFF
03-05-2024 14:33,10.8,OFF,OFF,OFF
03-05-2024 15:02,-13.7,OFF,ON,ON
03-05-2024 15:31,-15.8,OFF,ON,ON
03-05-2024 16:00,-16.7,OFF,ON,ON
03-05-2024 16:29,-17.5,OFF,ON,ON
03-05-2024 16:58,-18,OFF,ON,ON
03-05-2024 17:27,2.9,ON,OFF,OFF
03-05-2024 18:13,2.2,OFF,OFF,OFF
04-05-2024 04:58,2.3,OFF,OFF,OFF
04-05-2024 05:27,-1.2,OFF,ON,ON
04-05-2024 05:56,-1.2,OFF,ON,ON
04-05-2024 06:25,-3.1,OFF,ON,ON
04-05-2024 06:54,-2.1,OFF,ON,ON
04-05-2024 07:23,-3.9,OFF,ON,ON
04-05-2024 08:21,9.8,OFF,OFF,OFF
04-05-2024 08:50,-5.7,OFF,ON,ON
04-05-2024 09:19,-8.3,OFF,ON,ON
04-05-2024 09:48,-7.7,OFF,ON,ON
04-05-2024 10:17,-8.8,OFF,ON,ON
04-05-2024 10:46,-8.2,OFF,ON,ON
04-05-2024 10:58,-9.3,ON,OFF,OFF
04-05-2024 11:18,12,OFF,OFF,OFF
04-05-2024 11:47,-7.8,OFF,ON,ON
04-05-2024 12:16,-9.9,OFF,ON,ON
04-05-2024 12:45,-11,OFF,ON,ON
04-05-2024 13:14,-12.1,OFF,ON,ON
04-05-2024 13:43,-12.8,OFF,ON,ON
04-05-2024 13:58,-13.1,ON,OFF,OFF
04-05-2024 14:18,12.2,OFF,OFF,OFF
04-05-2024 14:47,-7.4,OFF,ON,ON
04-05-2024 15:16,-9.6,OFF,ON,ON
04-05-2024 15:45,-11.2,OFF,ON,ON
04-05-2024 16:14,-12,OFF,ON,ON
04-05-2024 16:43,-12.9,OFF,ON,ON
04-05-2024 17:12,2.3,ON,OFF,OFF
04-05-2024 17:18,13.3,OFF,OFF,OFF
04-05-2024 17:47,-10.3,OFF,ON,ON
04-05-2024 18:16,-12.4,OFF,ON,ON
04-05-2024 18:45,-14,OFF,ON,ON
04-05-2024 19:14,-15,OFF,ON,ON
04-05-2024 19:43,-15.3,OFF,ON,ON
04-05-2024 19:58,-15.1,ON,OFF,OFF
04-05-2024 20:27,5.9,OFF,ON,OFF
04-05-2024 20:28,3.2,OFF,ON,ON
04-05-2024 20:57,-12.5,OFF,ON,ON
04-05-2024 21:26,-14.1,OFF,ON,ON
04-05-2024 21:55,-15.1,OFF,ON,ON
04-05-2024 22:24,-15.7,OFF,ON,ON
04-05-2024 22:53,-16.5,OFF,ON,ON
04-05-2024 23:18,12.6,OFF,OFF,OFF
04-05-2024 23:47,-12.4,OFF,ON,ON
05-05-2024 00:16,-14.9,OFF,ON,ON
05-05-2024 00:45,-15.8,OFF,ON,ON
05-05-2024 01:14,-16.2,OFF,ON,ON
05-05-2024 01:43,-16.5,OFF,ON,ON
05-05-2024 01:58,-16.7,ON,OFF,OFF
05-05-2024 02:27,5.8,OFF,ON,OFF
05-05-2024 02:56,-14.5,OFF,ON,ON
05-05-2024 03:25,-16.3,OFF,ON,ON
05-05-2024 03:54,-17.1,OFF,ON,ON
05-05-2024 04:23,-17.6,OFF,ON,ON
05-05-2024 04:52,-17.8,OFF,ON,ON
05-05-2024 04:57,-17.9,ON,OFF,OFF
05-05-2024 05:26,6.8,OFF,ON,OFF
05-05-2024 05:55,-9.9,OFF,ON,ON
05-05-2024 06:24,-10.6,OFF,ON,ON
05-05-2024 06:53,-11.9,OFF,ON,ON
05-05-2024 07:22,-11.1,OFF,ON,ON
05-05-2024 07:51,-10,OFF,ON,ON
05-05-2024 08:17,14.5,OFF,OFF,OFF
05-05-2024 08:46,-7.1,OFF,ON,ON
05-05-2024 09:15,-9.7,OFF,ON,ON
05-05-2024 09:44,-11.2,OFF,ON,ON
05-05-2024 10:13,-12.3,OFF,ON,ON
05-05-2024 10:42,-13.2,OFF,ON,ON
05-05-2024 10:57,-13.7,ON,OFF,OFF
05-05-2024 11:17,12.4,OFF,OFF,OFF
05-05-2024 11:32,-7.2,OFF,ON,ON
05-05-2024 12:01,-12.5,OFF,ON,ON
05-05-2024 12:30,-11.5,OFF,ON,ON
05-05-2024 12:59,-5.9,OFF,ON,ON
05-05-2024 13:28,-10.5,OFF,ON,ON
05-05-2024 13:57,-10.7,OFF,ON,ON
05-05-2024 14:17,12.7,OFF,OFF,OFF
05-05-2024 14:46,-10.6,OFF,ON,ON
05-05-2024 15:15,-12.8,OFF,ON,ON
05-05-2024 15:44,-14.1,OFF,ON,ON
05-05-2024 16:13,-13.2,OFF,ON,ON
05-05-2024 16:42,-14.2,OFF,ON,ON
05-05-2024 16:57,-13.8,ON,OFF,OFF
05-05-2024 17:17,13.1,OFF,OFF,OFF
05-05-2024 17:46,-11.2,OFF,ON,ON
05-05-2024 18:15,-10.2,OFF,ON,ON
05-05-2024 18:44,-12.4,OFF,ON,ON
05-05-2024 19:13,-13.4,OFF,ON,ON
05-05-2024 19:42,-11.7,OFF,ON,ON
05-05-2024 20:11,2,ON,OFF,OFF
05-05-2024 20:17,13.3,OFF,OFF,OFF
05-05-2024 20:27,3.7,OFF,ON,ON
05-05-2024 20:56,-11.5,OFF,ON,ON
05-05-2024 21:25,-13.8,OFF,ON,ON
05-05-2024 21:54,-14.7,OFF,ON,ON
05-05-2024 22:23,-15.3,OFF,ON,ON
05-05-2024 22:52,-15.7,OFF,ON,ON
05-05-2024 22:57,-15.7,ON,OFF,OFF
05-05-2024 23:26,5.2,OFF,ON,OFF
05-05-2024 23:55,-13.2,OFF,ON,ON
06-05-2024 00:24,-14.8,OFF,ON,ON
06-05-2024 00:53,-15.5,OFF,ON,ON
06-05-2024 01:22,-16,OFF,ON,ON
06-05-2024 01:51,-16.2,OFF,ON,ON
06-05-2024 02:20,14.9,OFF,OFF,OFF
06-05-2024 02:49,-13.2,OFF,ON,ON
06-05-2024 03:18,-15.2,OFF,ON,ON
06-05-2024 03:47,-15.9,OFF,ON,ON
06-05-2024 04:16,-16.3,OFF,ON,ON
06-05-2024 04:45,-16.6,OFF,ON,ON
06-05-2024 04:56,-16.7,ON,OFF,OFF
06-05-2024 05:25,7.4,OFF,ON,OFF
06-05-2024 05:54,-14,OFF,ON,ON
06-05-2024 06:23,-15.6,OFF,ON,ON
06-05-2024 06:52,-16.3,OFF,ON,ON
06-05-2024 07:21,-16.8,OFF,ON,ON
06-05-2024 07:50,-17.2,OFF,ON,ON
06-05-2024 07:56,-17.3,ON,OFF,OFF
06-05-2024 08:16,12.6,OFF,OFF,OFF
06-05-2024 08:45,-12,OFF,ON,ON
06-05-2024 09:14,-16,OFF,ON,ON
06-05-2024 09:43,-17.3,OFF,ON,ON
06-05-2024 12:23,-16.3,OFF,ON,ON
06-05-2024 12:52,-16,OFF,ON,ON
06-05-2024 13:21,-16.8,OFF,ON,ON
06-05-2024 13:50,-17.3,OFF,ON,ON
06-05-2024 13:56,-17.4,ON,OFF,OFF
06-05-2024 14:16,13.2,OFF,OFF,OFF
06-05-2024 14:45,-10.6,OFF,ON,ON
06-05-2024 16:14,-12.8,OFF,ON,ON
06-05-2024 16:43,-13.8,OFF,ON,ON
06-05-2024 16:56,-14.2,ON,OFF,OFF
06-05-2024 17:16,13.1,OFF,OFF,OFF
06-05-2024 17:45,-9.9,OFF,ON,ON
06-05-2024 18:14,-13.4,OFF,ON,ON
06-05-2024 18:43,-14.8,OFF,ON,ON
06-05-2024 19:12,-15.7,OFF,ON,ON
06-05-2024 19:41,-15.5,OFF,ON,ON
06-05-2024 20:10,0.5,ON,OFF,OFF
06-05-2024 20:39,-10.1,OFF,ON,ON
06-05-2024 21:08,-13.4,OFF,ON,ON
06-05-2024 21:37,-14.6,OFF,ON,ON
06-05-2024 22:06,-15.4,OFF,ON,ON
06-05-2024 22:35,-15.9,OFF,ON,ON
06-05-2024 22:55,-16.2,ON,OFF,OFF
06-05-2024 23:24,7.1,OFF,ON,OFF
06-05-2024 23:53,-14,OFF,ON,ON
07-05-2024 00:22,-15.7,OFF,ON,ON
07-05-2024 00:51,-16.4,OFF,ON,ON
07-05-2024 01:20,-16.9,OFF,ON,ON
07-05-2024 01:49,-17.1,OFF,ON,ON
07-05-2024 02:15,13,OFF,OFF,OFF
07-05-2024 02:44,-14,OFF,ON,ON
07-05-2024 03:13,-16.3,OFF,ON,ON
07-05-2024 03:42,-17.1,OFF,ON,ON
07-05-2024 04:11,-17.5,OFF,ON,ON
07-05-2024 04:40,-17.8,OFF,ON,ON
07-05-2024 04:55,-18,ON,OFF,OFF
07-05-2024 05:15,8.4,OFF,OFF,OFF
07-05-2024 05:44,-14.7,OFF,ON,ON
07-05-2024 06:13,-16.7,OFF,ON,ON
07-05-2024 06:42,-17.6,OFF,ON,ON
07-05-2024 07:11,-17.9,OFF,ON,ON
07-05-2024 07:40,-18.3,OFF,ON,ON
07-05-2024 08:09,-0.2,ON,OFF,OFF
07-05-2024 08:15,7.5,OFF,OFF,OFF
07-05-2024 08:25,-0.1,OFF,ON,ON
07-05-2024 08:54,-16.4,OFF,ON,ON
07-05-2024 09:23,-17.8,OFF,ON,ON
07-05-2024 09:52,-18.6,OFF,ON,ON
07-05-2024 10:21,-19.1,OFF,ON,ON
07-05-2024 10:50,-19,OFF,ON,ON
07-05-2024 10:55,-19.3,ON,OFF,OFF
07-05-2024 11:24,3.5,OFF,ON,OFF
07-05-2024 11:25,0.3,OFF,ON,ON
07-05-2024 11:54,-17,OFF,ON,ON
07-05-2024 12:20,-18.3,OFF,ON,ON
07-05-2024 12:49,-19.2,OFF,ON,ON
07-05-2024 13:18,-19.6,OFF,ON,ON
07-05-2024 14:24,4.5,OFF,ON,OFF
07-05-2024 14:25,1.4,OFF,ON,ON
07-05-2024 15:23,-13.8,OFF,ON,ON
07-05-2024 15:52,-12.4,OFF,ON,ON
07-05-2024 16:21,-14.2,OFF,ON,ON
07-05-2024 16:50,-15.5,OFF,ON,ON
07-05-2024 17:14,11.7,OFF,OFF,OFF
07-05-2024 17:43,-12.8,OFF,ON,ON
07-05-2024 18:12,-14.3,OFF,ON,ON
07-05-2024 18:41,-14.7,OFF,ON,ON
07-05-2024 19:10,-16.4,OFF,ON,ON
07-05-2024 19:39,-17.1,OFF,ON,ON
07-05-2024 20:08,0.7,ON,OFF,OFF
07-05-2024 20:14,13.7,OFF,OFF,OFF
07-05-2024 20:43,-13.1,OFF,ON,ON
07-05-2024 21:12,-15.8,OFF,ON,ON
07-05-2024 21:41,-16.9,OFF,ON,ON
07-05-2024 22:10,-17.4,OFF,ON,ON
07-05-2024 22:39,-18.1,OFF,ON,ON
07-05-2024 22:54,-18.2,ON,OFF,OFF
07-05-2024 23:14,9.9,OFF,OFF,OFF
07-05-2024 23:24,1.3,OFF,ON,ON
07-05-2024 23:53,-16,OFF,ON,ON
08-05-2024 00:22,-17.5,OFF,ON,ON
08-05-2024 00:51,-18.2,OFF,ON,ON
08-05-2024 01:20,-18.7,OFF,ON,ON
08-05-2024 01:49,-17.8,OFF,ON,ON
08-05-2024 01:54,-17.9,ON,OFF,OFF
08-05-2024 02:23,5.4,OFF,ON,OFF
08-05-2024 02:24,1.4,OFF,ON,ON
08-05-2024 02:53,-16,OFF,ON,ON
08-05-2024 03:22,-17.6,OFF,ON,ON
08-05-2024 03:51,-18.2,OFF,ON,ON
08-05-2024 04:20,-18.8,OFF,ON,ON
08-05-2024 04:49,-19.2,OFF,ON,ON
08-05-2024 04:54,-19.2,ON,OFF,OFF
08-05-2024 05:23,4.6,OFF,ON,OFF
08-05-2024 05:52,-16.5,OFF,ON,ON
08-05-2024 06:21,-17.9,OFF,ON,ON
08-05-2024 06:50,-18.8,OFF,ON,ON
08-05-2024 07:19,-19.3,OFF,ON,ON
08-05-2024 07:48,-19.6,OFF,ON,ON
08-05-2024 08:17,11.7,OFF,OFF,OFF
08-05-2024 08:24,0.5,OFF,ON,ON
08-05-2024 08:53,-17.4,OFF,ON,ON
08-05-2024 09:22,-19.1,OFF,ON,ON
08-05-2024 09:51,-19.9,OFF,ON,ON
08-05-2024 10:20,-19.7,OFF,ON,ON
