Date/Time,roomTemp (deg C),defroStat,compStat,evapStat
20-05-2024 01:52,-19.3,OFF,ON,ON
20-05-2024 02:21,-19.9,OFF,ON,ON
20-05-2024 02:22,-20,OFF,OFF,ON
20-05-2024 02:36,-19.7,ON,OFF,OFF
20-05-2024 03:05,3.8,OFF,ON,OFF
20-05-2024 03:34,-17.2,OFF,ON,ON
20-05-2024 04:03,-19.1,OFF,ON,ON
20-05-2024 04:32,-19.9,OFF,ON,ON
20-05-2024 05:01,-18,OFF,ON,ON
20-05-2024 05:18,-20,OFF,OFF,ON
20-05-2024 05:47,-5.1,ON,OFF,OFF
20-05-2024 05:56,9.7,OFF,OFF,OFF
20-05-2024 06:06,0,OFF,ON,ON
20-05-2024 06:35,-17.6,OFF,ON,ON
20-05-2024 07:04,-19.5,OFF,ON,ON
20-05-2024 07:33,-19.7,OFF,ON,ON
20-05-2024 08:02,-18.7,OFF,ON,ON
20-05-2024 08:13,-20,OFF,OFF,ON
20-05-2024 08:35,-20,OFF,OFF,ON
20-05-2024 08:56,9.3,OFF,OFF,OFF
20-05-2024 09:25,-16.7,OFF,ON,ON
20-05-2024 09:54,-17.9,OFF,ON,ON
20-05-2024 10:23,-17.4,OFF,ON,ON
20-05-2024 10:52,-14.4,OFF,ON,ON
20-05-2024 11:21,-15.6,OFF,ON,ON
20-05-2024 11:35,-16,ON,OFF,OFF
20-05-2024 12:04,4.9,OFF,ON,OFF
20-05-2024 12:33,-13.3,OFF,ON,ON
20-05-2024 13:02,-12.9,OFF,ON,ON
20-05-2024 13:31,-13.6,OFF,ON,ON
20-05-2024 14:00,-13.1,OFF,ON,ON
20-05-2024 14:29,-11.5,OFF,ON,ON
20-05-2024 14:55,9.8,OFF,OFF,OFF
20-05-2024 15:24,-10.1,OFF,ON,ON
20-05-2024 15:53,-12.5,OFF,ON,ON
20-05-2024 16:22,-13.6,OFF,ON,ON
20-05-2024 16:51,-15.1,OFF,ON,ON
20-05-2024 17:20,-15.9,OFF,ON,ON
20-05-2024 17:49,-1.1,ON,OFF,OFF
20-05-2024 17:55,8.8,OFF,OFF,OFF
20-05-2024 18:24,-13.3,OFF,ON,ON
20-05-2024 18:53,-15.5,OFF,ON,ON
20-05-2024 19:22,-7.9,OFF,ON,ON
20-05-2024 19:51,-12.4,OFF,ON,ON
20-05-2024 20:20,-14.7,OFF,ON,ON
20-05-2024 20:35,-15.4,ON,OFF,OFF
20-05-2024 20:55,11.5,OFF,OFF,OFF
20-05-2024 21:05,0,OFF,ON,ON
20-05-2024 21:34,-14,OFF,ON,ON
20-05-2024 22:03,-15.6,OFF,ON,ON
20-05-2024 22:32,-16.4,OFF,ON,ON
20-05-2024 23:01,-17.1,OFF,ON,ON
20-05-2024 23:30,-17.6,OFF,ON,ON
21-05-2024 00:24,-15.1,OFF,ON,ON
21-05-2024 00:53,-16.8,OFF,ON,ON
21-05-2024 01:22,-17.6,OFF,ON,ON
21-05-2024 01:51,-18.3,OFF,ON,ON
21-05-2024 02:20,-18.8,OFF,ON,ON
21-05-2024 02:49,0,ON,OFF,OFF
21-05-2024 02:54,9.6,OFF,OFF,OFF
21-05-2024 03:04,0.3,OFF,ON,ON
21-05-2024 03:33,-16.7,OFF,ON,ON
21-05-2024 04:02,-18.1,OFF,ON,ON
21-05-2024 04:31,-18.9,OFF,ON,ON
21-05-2024 05:00,-17.7,OFF,ON,ON
21-05-2024 05:29,-17.4,OFF,ON,ON
21-05-2024 05:34,-17.3,ON,OFF,OFF
21-05-2024 06:03,5.7,OFF,ON,OFF
21-05-2024 06:32,-13.5,OFF,ON,ON
21-05-2024 07:01,-15.1,OFF,ON,ON
21-05-2024 07:30,-15.8,OFF,ON,ON
21-05-2024 07:59,-16.4,OFF,ON,ON
21-05-2024 08:28,-17.8,OFF,ON,ON
21-05-2024 08:34,-18.3,ON,OFF,OFF
21-05-2024 08:54,5,OFF,OFF,OFF
21-05-2024 09:23,-15.5,OFF,ON,ON
21-05-2024 09:52,-16.9,OFF,ON,ON
21-05-2024 10:21,-19,OFF,ON,ON
21-05-2024 10:50,-20,OFF,OFF,ON
21-05-2024 11:15,-20,OFF,OFF,ON
21-05-2024 11:34,-8.6,ON,OFF,OFF
21-05-2024 12:15,-6.2,OFF,OFF,OFF
21-05-2024 12:44,-12,OFF,ON,ON
21-05-2024 13:13,-13.8,OFF,ON,ON
21-05-2024 13:42,-9.2,OFF,ON,ON
21-05-2024 14:11,-11.6,OFF,ON,ON
21-05-2024 14:40,-12.9,OFF,ON,ON
21-05-2024 15:35,-8.3,OFF,OFF,OFF
21-05-2024 16:04,-10.3,OFF,ON,ON
21-05-2024 16:33,-13.2,OFF,ON,ON
21-05-2024 17:02,-14.2,OFF,ON,ON
21-05-2024 17:32,-13.3,OFF,OFF,OFF
21-05-2024 18:01,-15,OFF,ON,ON
21-05-2024 20:39,-3.8,OFF,OFF,OFF
21-05-2024 21:08,-12.6,OFF,ON,ON
21-05-2024 21:37,-14.1,OFF,ON,ON
21-05-2024 22:06,-14.8,OFF,ON,ON
21-05-2024 22:35,-15.3,OFF,ON,ON
21-05-2024 23:04,-15.7,OFF,ON,ON
21-05-2024 23:33,-16,OFF,ON,ON
21-05-2024 23:38,-16.1,ON,OFF,OFF
22-05-2024 00:07,-0.2,OFF,ON,OFF
22-05-2024 00:36,-15,OFF,ON,ON
22-05-2024 01:05,-16.1,OFF,ON,ON
22-05-2024 01:34,-16.6,OFF,ON,ON
22-05-2024 02:03,-17,OFF,ON,ON
22-05-2024 03:27,-8.8,OFF,OFF,OFF
22-05-2024 03:56,-15.9,OFF,ON,ON
22-05-2024 04:25,-16.3,OFF,ON,ON
22-05-2024 04:54,-17.5,OFF,ON,ON
22-05-2024 05:23,-18.2,OFF,ON,ON
22-05-2024 05:52,-15,OFF,ON,ON
22-05-2024 06:21,-15.2,OFF,ON,ON
22-05-2024 06:26,-15.5,ON,OFF,OFF
22-05-2024 06:55,4.2,OFF,ON,OFF
22-05-2024 07:24,-14,OFF,ON,ON
22-05-2024 07:53,-15.9,OFF,ON,ON
22-05-2024 08:22,-16.7,OFF,ON,ON
22-05-2024 08:51,-17,OFF,ON,ON
22-05-2024 09:20,-17.4,OFF,ON,ON
22-05-2024 09:26,-17.6,ON,OFF,OFF
22-05-2024 09:46,10.5,OFF,OFF,OFF
22-05-2024 09:56,0.7,OFF,ON,ON
22-05-2024 10:25,-15.8,OFF,ON,ON
22-05-2024 10:54,-14.4,OFF,ON,ON
22-05-2024 11:23,-17.8,OFF,ON,ON
22-05-2024 11:52,-18.7,OFF,ON,ON
22-05-2024 12:21,-16,OFF,ON,ON
22-05-2024 12:26,-16.5,ON,OFF,OFF
22-05-2024 12:46,11,OFF,OFF,OFF
22-05-2024 13:15,-11.9,OFF,ON,ON
22-05-2024 13:44,-10.3,OFF,ON,ON
22-05-2024 14:13,-9.5,OFF,ON,ON
22-05-2024 14:42,-10.9,OFF,ON,ON
22-05-2024 15:11,-12,OFF,ON,ON
22-05-2024 15:26,-12.4,ON,OFF,OFF
22-05-2024 15:46,8.7,OFF,OFF,OFF
22-05-2024 16:44,-12.3,OFF,ON,ON
22-05-2024 17:13,-13.2,OFF,ON,ON
22-05-2024 17:42,-13.5,OFF,ON,ON
22-05-2024 18:11,-14.2,OFF,ON,ON
22-05-2024 18:40,0.1,ON,OFF,OFF
22-05-2024 18:46,11.3,OFF,OFF,OFF
22-05-2024 19:15,-12,OFF,ON,ON
22-05-2024 19:44,-13.6,OFF,ON,ON
22-05-2024 20:13,-14.4,OFF,ON,ON
22-05-2024 20:42,-14.9,OFF,ON,ON
22-05-2024 21:11,-15.4,OFF,ON,ON
22-05-2024 21:40,0.8,ON,OFF,OFF
22-05-2024 21:46,11.4,OFF,OFF,OFF
22-05-2024 22:15,-13.6,OFF,ON,ON
22-05-2024 22:44,-15.1,OFF,ON,ON
22-05-2024 23:13,-15.8,OFF,ON,ON
22-05-2024 23:42,-13.4,OFF,ON,ON
23-05-2024 00:11,-14.4,OFF,ON,ON
23-05-2024 00:26,-14.7,ON,OFF,OFF
23-05-2024 00:55,4.3,OFF,ON,OFF
23-05-2024 01:24,-13.8,OFF,ON,ON
23-05-2024 08:53,-16.3,OFF,ON,ON
23-05-2024 09:22,-12.2,OFF,ON,ON
23-05-2024 09:45,13.4,OFF,OFF,OFF
23-05-2024 10:14,-11.2,OFF,ON,ON
23-05-2024 10:43,-13.9,OFF,ON,ON
23-05-2024 11:12,-15,OFF,ON,ON
23-05-2024 11:41,-16,OFF,ON,ON
23-05-2024 12:05,-16.3,OFF,ON,ON
23-05-2024 12:25,-16.8,ON,OFF,OFF
23-05-2024 12:54,4.3,OFF,ON,OFF
23-05-2024 13:23,-11.6,OFF,ON,ON
23-05-2024 13:52,-13.4,OFF,ON,ON
23-05-2024 14:21,-14.5,OFF,ON,ON
23-05-2024 14:50,-11.7,OFF,ON,ON
23-05-2024 15:19,-12.6,OFF,ON,ON
23-05-2024 15:50,11.1,OFF,ON,OFF
23-05-2024 16:19,-11.3,OFF,ON,ON
23-05-2024 16:49,-12.8,OFF,ON,ON
23-05-2024 17:18,-13.5,OFF,ON,ON
23-05-2024 17:47,-14.1,OFF,ON,ON
23-05-2024 18:16,-14.5,OFF,ON,ON
23-05-2024 19:14,-11.3,OFF,ON,ON
23-05-2024 19:32,-0.8,OFF,OFF,OFF
23-05-2024 20:01,-9.1,OFF,ON,ON
23-05-2024 20:30,-9.9,OFF,ON,ON
23-05-2024 20:59,-10.3,OFF,ON,ON
23-05-2024 21:28,-10.7,OFF,ON,ON
23-05-2024 21:57,-10.6,OFF,ON,ON
23-05-2024 22:26,-11,OFF,ON,ON
23-05-2024 22:32,-11.1,ON,OFF,OFF
23-05-2024 22:52,8.8,OFF,OFF,OFF
23-05-2024 23:21,-9.7,OFF,ON,ON
23-05-2024 23:50,-10.8,OFF,ON,ON
24-05-2024 00:19,-11.5,OFF,ON,ON
24-05-2024 00:48,-12,OFF,ON,ON
24-05-2024 01:17,-12.3,OFF,ON,ON
24-05-2024 01:32,-12.5,ON,OFF,OFF
24-05-2024 01:52,13.3,OFF,OFF,OFF
24-05-2024 02:21,-10.8,OFF,ON,ON
24-05-2024 02:50,-12.4,OFF,ON,ON
24-05-2024 03:19,-13.1,OFF,ON,ON
24-05-2024 03:48,-13.5,OFF,ON,ON
24-05-2024 04:17,-13.9,OFF,ON,ON
24-05-2024 04:46,1.7,ON,OFF,OFF
24-05-2024 05:15,-8.4,OFF,ON,ON
24-05-2024 05:44,-12.5,OFF,ON,ON
24-05-2024 06:13,-13.7,OFF,ON,ON
24-05-2024 07:11,-14.1,OFF,ON,ON
24-05-2024 07:31,-14.6,ON,OFF,OFF
24-05-2024 07:51,11,OFF,OFF,OFF
24-05-2024 09:06,-2.9,OFF,OFF,OFF
24-05-2024 09:35,-12.8,OFF,ON,ON
24-05-2024 10:04,-14,OFF,ON,ON
24-05-2024 10:33,-14.7,OFF,ON,ON
24-05-2024 11:02,-13.5,OFF,ON,ON
24-05-2024 11:31,-14.7,OFF,ON,ON
24-05-2024 12:00,-15.5,OFF,ON,ON
24-05-2024 12:06,-15.6,ON,OFF,OFF
24-05-2024 12:35,4.8,OFF,ON,OFF
24-05-2024 13:04,-8,OFF,ON,ON
24-05-2024 13:33,-11,OFF,ON,ON
24-05-2024 14:02,-10.5,OFF,ON,ON
24-05-2024 14:31,-9.8,OFF,ON,ON
24-05-2024 15:00,-11.6,OFF,ON,ON
24-05-2024 15:06,-11.8,ON,OFF,OFF
24-05-2024 15:35,4.3,OFF,ON,OFF
24-05-2024 16:04,-10.2,OFF,ON,ON
24-05-2024 16:33,-7.7,OFF,ON,ON
24-05-2024 17:02,-9,OFF,ON,ON
24-05-2024 17:31,-10.7,OFF,ON,ON
24-05-2024 18:00,-10.1,OFF,ON,ON
24-05-2024 18:05,-9.3,ON,OFF,OFF
24-05-2024 18:34,6.8,OFF,ON,OFF
24-05-2024 18:35,2.9,OFF,ON,ON
24-05-2024 19:33,-6.3,OFF,ON,ON
24-05-2024 20:02,-7.9,OFF,ON,ON
24-05-2024 20:31,-8.7,OFF,ON,ON
24-05-2024 21:00,-9.2,OFF,ON,ON
24-05-2024 21:05,-9.3,ON,OFF,OFF
24-05-2024 21:34,6,OFF,ON,OFF
24-05-2024 22:03,-8.7,OFF,ON,ON
24-05-2024 22:32,-9.6,OFF,ON,ON
24-05-2024 23:01,-10.2,OFF,ON,ON
24-05-2024 23:30,-10.5,OFF,ON,ON
24-05-2024 23:59,-10.9,OFF,ON,ON
25-05-2024 00:28,14,OFF,OFF,OFF
25-05-2024 00:57,-9.7,OFF,ON,ON
25-05-2024 01:26,-10.8,OFF,ON,ON
25-05-2024 01:55,-11.5,OFF,ON,ON
25-05-2024 02:24,-12,OFF,ON,ON
25-05-2024 02:53,-12.3,OFF,ON,ON
25-05-2024 03:05,-12.5,ON,OFF,OFF
25-05-2024 03:25,13.6,OFF,OFF,OFF
25-05-2024 03:54,-10.7,OFF,ON,ON
25-05-2024 04:23,-9.7,OFF,ON,ON
25-05-2024 04:52,-12.3,OFF,ON,ON
25-05-2024 05:21,-13.2,OFF,ON,ON
25-05-2024 05:50,-11.6,OFF,ON,ON
25-05-2024 06:25,13,OFF,OFF,OFF
25-05-2024 06:35,2.7,OFF,ON,ON
25-05-2024 07:04,-11.6,OFF,ON,ON
25-05-2024 07:33,-13,OFF,ON,ON
25-05-2024 08:02,-13.7,OFF,ON,ON
25-05-2024 08:31,-14.3,OFF,ON,ON
25-05-2024 09:00,-14.7,OFF,ON,ON
25-05-2024 09:29,14.2,OFF,OFF,OFF
25-05-2024 09:58,-12,OFF,ON,ON
25-05-2024 10:27,-14,OFF,ON,ON
25-05-2024 10:56,-11,OFF,ON,ON
25-05-2024 11:25,-13.6,OFF,ON,ON
25-05-2024 11:54,-14.4,OFF,ON,ON
25-05-2024 12:05,-14.6,ON,OFF,OFF
25-05-2024 12:25,9.5,OFF,OFF,OFF
25-05-2024 12:54,-9.1,OFF,ON,ON
25-05-2024 13:23,-10.8,OFF,ON,ON
25-05-2024 13:52,-10.9,OFF,ON,ON
25-05-2024 14:21,-10.8,OFF,ON,ON
25-05-2024 14:39,-11.4,OFF,ON,ON
25-05-2024 15:04,-13,ON,OFF,OFF
25-05-2024 15:33,5.7,OFF,ON,OFF
25-05-2024 16:02,-8.7,OFF,ON,ON
25-05-2024 16:31,-9.3,OFF,ON,ON
25-05-2024 17:00,-10.5,OFF,ON,ON
25-05-2024 17:29,-11.3,OFF,ON,ON
25-05-2024 17:58,-11.5,OFF,ON,ON
25-05-2024 18:04,-11.2,ON,OFF,OFF
25-05-2024 18:24,11,OFF,OFF,OFF
25-05-2024 19:03,-8.7,OFF,ON,ON
25-05-2024 19:32,-8.4,OFF,ON,ON
25-05-2024 20:01,-9.1,OFF,ON,ON
25-05-2024 20:30,-9.5,OFF,ON,ON
25-05-2024 20:59,-10,OFF,ON,ON
25-05-2024 22:03,-9.4,OFF,ON,ON
25-05-2024 22:32,-10.2,OFF,ON,ON
25-05-2024 23:01,-10.9,OFF,ON,ON
25-05-2024 23:30,-11.3,OFF,ON,ON
25-05-2024 23:59,-11.7,OFF,ON,ON
26-05-2024 00:04,-11.8,ON,OFF,OFF
26-05-2024 00:33,5.2,OFF,ON,OFF
26-05-2024 01:02,-11.2,OFF,ON,ON
26-05-2024 01:31,-12.8,OFF,ON,ON
26-05-2024 02:00,-12.1,OFF,ON,ON
26-05-2024 02:29,-11,OFF,ON,ON
26-05-2024 02:58,-12.5,OFF,ON,ON
26-05-2024 03:04,-12.6,ON,OFF,OFF
26-05-2024 03:33,5.8,OFF,ON,OFF
26-05-2024 04:02,-11.5,OFF,ON,ON
26-05-2024 04:31,-12.8,OFF,ON,ON
26-05-2024 05:00,-13.2,OFF,ON,ON
26-05-2024 05:29,-14.3,OFF,ON,ON
26-05-2024 05:58,-12.6,OFF,ON,ON
26-05-2024 06:04,-12.9,ON,OFF,OFF
26-05-2024 06:24,14.7,OFF,OFF,OFF
26-05-2024 06:34,3.3,OFF,ON,ON
26-05-2024 07:03,-12.2,OFF,ON,ON
26-05-2024 08:01,-14,OFF,ON,ON
26-05-2024 08:30,-14.5,OFF,ON,ON
26-05-2024 08:59,-14.7,OFF,ON,ON
26-05-2024 09:03,-14.8,ON,OFF,OFF
26-05-2024 09:23,12.8,OFF,OFF,OFF
26-05-2024 09:52,-12.8,OFF,ON,ON
26-05-2024 10:16,-12.8,OFF,OFF,OFF
26-05-2024 10:45,-11.3,OFF,ON,ON
26-05-2024 12:16,-10.9,OFF,ON,ON
26-05-2024 13:07,-0.5,OFF,OFF,OFF
26-05-2024 13:43,-3.5,OFF,OFF,OFF
26-05-2024 14:12,-8.2,OFF,ON,ON
26-05-2024 14:41,-9.1,OFF,ON,ON
26-05-2024 15:10,-9.8,OFF,ON,ON
26-05-2024 15:39,-10.9,OFF,ON,ON
26-05-2024 16:08,-9.2,OFF,ON,ON
26-05-2024 16:37,-8.4,OFF,ON,ON
26-05-2024 16:43,-8.8,ON,OFF,OFF
26-05-2024 17:03,1.1,OFF,OFF,OFF
26-05-2024 17:32,-6.9,OFF,ON,ON
26-05-2024 18:01,-8.9,OFF,ON,ON
26-05-2024 18:30,-9.6,OFF,ON,ON
26-05-2024 18:59,-10,OFF,ON,ON
26-05-2024 19:28,-10.6,OFF,ON,ON
26-05-2024 19:43,-10.8,ON,OFF,OFF
26-05-2024 20:12,5.2,OFF,ON,OFF
26-05-2024 20:41,-9.9,OFF,ON,ON
26-05-2024 21:10,-10.7,OFF,ON,ON
26-05-2024 21:39,-11.3,OFF,ON,ON
26-05-2024 22:08,-11.7,OFF,ON,ON
26-05-2024 22:37,-12.1,OFF,ON,ON
26-05-2024 23:03,12,OFF,OFF,OFF
26-05-2024 23:32,-10.5,OFF,ON,ON
27-05-2024 00:01,-11.8,OFF,ON,ON
27-05-2024 00:30,-12.4,OFF,ON,ON
27-05-2024 00:59,-12.8,OFF,ON,ON
27-05-2024 01:28,-13.1,OFF,ON,ON
27-05-2024 01:43,-13.3,ON,OFF,OFF
27-05-2024 02:03,13.2,OFF,OFF,OFF
27-05-2024 02:32,-11.6,OFF,ON,ON
27-05-2024 03:01,-12.9,OFF,ON,ON
27-05-2024 06:24,-12.5,OFF,ON,ON
27-05-2024 06:53,-13.5,OFF,ON,ON
27-05-2024 07:22,-14,OFF,ON,ON
27-05-2024 07:42,-14.4,ON,OFF,OFF
27-05-2024 08:11,6.5,OFF,ON,OFF
27-05-2024 08:40,-13.4,OFF,ON,ON
27-05-2024 08:59,-14.4,OFF,ON,ON
27-05-2024 09:57,-13.6,OFF,ON,ON
27-05-2024 10:26,-14.2,OFF,ON,ON
27-05-2024 10:42,-14.5,ON,OFF,OFF
27-05-2024 11:11,5.1,OFF,ON,OFF
27-05-2024 11:40,-12,OFF,ON,ON
27-05-2024 14:02,13.7,OFF,OFF,OFF
27-05-2024 14:31,-8.4,OFF,ON,ON
27-05-2024 15:00,-10.6,OFF,ON,ON
27-05-2024 15:29,-11.9,OFF,ON,ON
27-05-2024 15:58,-10.2,OFF,ON,ON
27-05-2024 16:27,-10.8,OFF,ON,ON
27-05-2024 16:42,-10.1,ON,OFF,OFF
27-05-2024 17:11,6.5,OFF,ON,OFF
27-05-2024 17:40,-6.7,OFF,ON,ON
27-05-2024 18:09,-7.3,OFF,ON,ON
27-05-2024 18:38,-7.5,OFF,ON,ON
27-05-2024 19:07,-8.8,OFF,ON,ON
27-05-2024 19:36,-9.4,OFF,ON,ON
27-05-2024 19:42,-9.5,ON,OFF,OFF
27-05-2024 20:11,5.4,OFF,ON,OFF
27-05-2024 20:40,-9.2,OFF,ON,ON
27-05-2024 21:09,-10.2,OFF,ON,ON
27-05-2024 21:38,-10.9,OFF,ON,ON
27-05-2024 22:07,-11.4,OFF,ON,ON
27-05-2024 22:42,-12,ON,OFF,OFF
27-05-2024 23:02,12.3,OFF,OFF,OFF
27-05-2024 23:31,-10.2,OFF,ON,ON
28-05-2024 00:00,-11.6,OFF,ON,ON
28-05-2024 00:29,-11.9,OFF,ON,ON
28-05-2024 00:59,-12.8,OFF,ON,ON
28-05-2024 02:04,1.4,OFF,OFF,OFF
28-05-2024 02:33,-11.4,OFF,ON,ON
28-05-2024 03:02,-12.3,OFF,ON,ON
28-05-2024 03:31,-12.8,OFF,ON,ON
28-05-2024 04:00,-13,OFF,ON,ON
28-05-2024 04:29,-12.4,OFF,ON,ON
28-05-2024 04:58,-12.4,OFF,ON,ON
28-05-2024 05:04,-12.4,ON,OFF,OFF
28-05-2024 05:24,9.2,OFF,OFF,OFF
28-05-2024 05:53,-10.2,OFF,ON,ON
28-05-2024 06:51,-13.1,OFF,ON,ON
28-05-2024 07:20,-13.5,OFF,ON,ON
28-05-2024 07:49,-14.1,OFF,ON,ON
28-05-2024 08:03,-14.4,ON,OFF,OFF
28-05-2024 08:32,5.5,OFF,ON,OFF
28-05-2024 09:01,-11,OFF,ON,ON
28-05-2024 09:30,-12.9,OFF,ON,ON
28-05-2024 13:48,-8.9,OFF,ON,ON
28-05-2024 14:03,-10.1,ON,OFF,OFF
28-05-2024 14:23,12.8,OFF,OFF,OFF
28-05-2024 14:52,-9.1,OFF,ON,ON
28-05-2024 15:21,-10.5,OFF,ON,ON
28-05-2024 15:50,-11.5,OFF,ON,ON
28-05-2024 16:19,-12.3,OFF,ON,ON
28-05-2024 16:48,-13.1,OFF,ON,ON
28-05-2024 17:17,-0.3,ON,OFF,OFF
28-05-2024 17:23,12.5,OFF,OFF,OFF
28-05-2024 17:52,-9.7,OFF,ON,ON
28-05-2024 18:21,-11.6,OFF,ON,ON
28-05-2024 18:50,-11.5,OFF,ON,ON
28-05-2024 19:19,-12.4,OFF,ON,ON
28-05-2024 19:48,-12.9,OFF,ON,ON
28-05-2024 20:03,-13.1,ON,OFF,OFF
28-05-2024 20:32,5.5,OFF,ON,OFF
28-05-2024 22:28,-13.7,OFF,ON,ON
28-05-2024 22:57,-14.2,OFF,ON,ON
28-05-2024 23:03,-14.2,ON,OFF,OFF
28-05-2024 23:23,13.5,OFF,OFF,OFF
28-05-2024 23:52,-12.3,OFF,ON,ON
29-05-2024 00:21,-13.6,OFF,ON,ON
29-05-2024 00:50,-14.1,OFF,ON,ON
29-05-2024 01:19,-14.5,OFF,ON,ON
29-05-2024 01:48,-14.8,OFF,ON,ON
29-05-2024 02:03,-14.9,ON,OFF,OFF
29-05-2024 02:32,5.2,OFF,ON,OFF
29-05-2024 03:01,-13.6,OFF,ON,ON
29-05-2024 03:30,-14.6,OFF,ON,ON
29-05-2024 03:59,-14.9,OFF,ON,ON
29-05-2024 04:28,-15.2,OFF,ON,ON
29-05-2024 04:57,-15.6,OFF,ON,ON
29-05-2024 05:26,14.5,OFF,OFF,OFF
29-05-2024 05:55,-13.4,OFF,ON,ON
29-05-2024 06:24,-13.3,OFF,ON,ON
29-05-2024 06:53,-14.3,OFF,ON,ON
29-05-2024 07:22,-14.9,OFF,ON,ON
29-05-2024 07:51,-15.3,OFF,ON,ON
29-05-2024 08:02,-15.5,ON,OFF,OFF
29-05-2024 08:31,4.2,OFF,ON,OFF
29-05-2024 09:29,-13.4,OFF,ON,ON
29-05-2024 09:58,-13.3,OFF,ON,ON
29-05-2024 10:27,-14.3,OFF,ON,ON
29-05-2024 10:56,-14.8,OFF,ON,ON
29-05-2024 11:07,-9.6,ON,OFF,OFF
29-05-2024 11:22,11.4,OFF,OFF,OFF
29-05-2024 11:51,-12.8,OFF,ON,ON
29-05-2024 12:20,-14.4,OFF,ON,ON
29-05-2024 12:49,-15.1,OFF,ON,ON
29-05-2024 13:18,-15.4,OFF,ON,ON
29-05-2024 13:47,-13.8,OFF,ON,ON
29-05-2024 14:02,-11.8,ON,OFF,OFF
29-05-2024 14:31,6.5,OFF,ON,OFF
29-05-2024 15:00,-11.7,OFF,ON,ON
29-05-2024 15:29,-13.5,OFF,ON,ON
29-05-2024 15:58,-14.2,OFF,ON,ON
29-05-2024 16:27,-14.8,OFF,ON,ON
29-05-2024 16:56,-15.1,OFF,ON,ON
29-05-2024 17:02,-15.2,ON,OFF,OFF
29-05-2024 17:31,4.7,OFF,ON,OFF
29-05-2024 18:00,-12.2,OFF,ON,ON
29-05-2024 18:29,-13.5,OFF,ON,ON
29-05-2024 18:58,-12.5,OFF,ON,ON
29-05-2024 19:27,-13.3,OFF,ON,ON
29-05-2024 19:56,-11.8,OFF,ON,ON
29-05-2024 20:02,-10.7,ON,OFF,OFF
29-05-2024 20:22,14.3,OFF,OFF,OFF
29-05-2024 20:51,-8.2,OFF,ON,ON
29-05-2024 21:20,-10.1,OFF,ON,ON
29-05-2024 21:49,-11.1,OFF,ON,ON
29-05-2024 22:18,-11.7,OFF,ON,ON
29-05-2024 22:47,-12.3,OFF,ON,ON
29-05-2024 23:01,-12.5,ON,OFF,OFF
29-05-2024 23:21,12.1,OFF,OFF,OFF
